"","source","dim","field","water","famly","species","type","prey_cellularity","vert","major_grouping_prey_1","major_grouping_prey_2","prey","prey_species","prey_type","data_type","replace_prey","starvation_time","temp","interference","preds_per_arena","arena_2d","arena_3d","pred_mass","pred_mass_source_code","pred_mass_reg_code","prey_mass","prey_mass_source_code","prey_mass_reg_code","a_units","mean_r2_of_fits","a","a_low","a_hi","h","h_low","h_hi","n_boots","notes_1","notes_2","alien","aspect_ratio","log_arena","log_pred","log_prey","log_a","log_h","log_se_a","log_se_h","duration","duration_notes","units","locale","country","country_notes","probable_duration","duration_sec","log_duration"
"264","Cowan et al 2016 CORAL REEFS",3,NA,"Marine","Perciformes","Chromis viridis","Wild caught","Metazoan","Invertebrate","Echinoderm",NA,"Crown of Thorns Starfish","Acanthaster spp.","Bipinnaria Stage larvae","Mean","N",24,27.1,NA,"1",NA,10000,4540,"Original species mass",NA,NA,NA,NA,"m^3 per pred per day",0.26,0.619,0.372,0.979,0.00247,0.00188,0.00301,200,NA,NA,"Y",1.11183,9.21034037197618,8.42068229103539,NA,-0.479650006297541,-6.00353712834225,-2.09151412291411,-8.12853520162445,1,NA,"n","Great Barrier Reef","Australia",NA,NA,60,4.0943445622221
"265","Cowan et al 2016 CORAL REEFS",3,NA,"Marine","Perciformes","Chrysiptera rollandi","Wild caught","Metazoan","Invertebrate","Echinoderm",NA,"Crown of Thorns Starfish","Acanthaster spp.","Bipinnaria Stage larvae","Mean","N",24,27.1,NA,"1",NA,10000,1180,"Original species mass",NA,NA,NA,NA,"m^3 per pred per day",0.57,0.474,0.259,0.757,0.000484,0.000229,0.000666,200,NA,NA,"N",1.40764,9.21034037197618,7.07326971745971,NA,-0.746547957287061,-7.63342565124764,-2.23026443141442,-8.96739419336579,1,NA,"n","Great Barrier Reef","Australia",NA,NA,60,4.0943445622221
"266","Cowan et al 2016 CORAL REEFS",3,NA,"Marine","Perciformes","Dascyllus aruanus","Wild caught","Metazoan","Invertebrate","Echinoderm",NA,"Crown of Thorns Starfish","Acanthaster spp.","Bipinnaria Stage larvae","Mean","N",24,27.1,NA,"1",NA,10000,3550,"Original species mass",NA,NA,NA,NA,"m^3 per pred per day",0.78,0.424,0.329,0.533,0.000177,0.000124,0.000242,200,NA,NA,"Y",1.6812,9.21034037197618,8.17470288246946,NA,-0.858021823750179,-8.63936082539045,-3.04702556794154,-10.5383658249721,1,NA,"n","Great Barrier Reef","Australia",NA,NA,60,4.0943445622221
"267","Cowan et al 2016 CORAL REEFS",3,NA,"Marine","Perciformes","Dascyllus reticulatus","Wild caught","Metazoan","Invertebrate","Echinoderm",NA,"Crown of Thorns Starfish","Acanthaster spp.","Bipinnaria Stage larvae","Mean","N",24,27.1,NA,"1",NA,10000,4790,"Original species mass",NA,NA,NA,NA,"m^3 per pred per day",0.7,0.443,0.288,0.666,0.000492,0.00032,0.000645,200,NA,NA,"N",1.90497,9.21034037197618,8.47428569040496,NA,-0.814185508937001,-7.61703184147197,-2.55747734262284,-9.36116326171077,1,NA,"n","Great Barrier Reef","Australia",NA,NA,60,4.0943445622221
"268","Cowan et al 2016 CORAL REEFS",3,NA,"Marine","Perciformes","Neopomacentrus azysron","Wild caught","Metazoan","Invertebrate","Echinoderm",NA,"Crown of Thorns Starfish","Acanthaster spp.","Bipinnaria Stage larvae","Mean","N",24,27.1,NA,"1",NA,10000,3810,"Original species mass",NA,NA,NA,NA,"m^3 per pred per day",0.43,0.272,0.0972,0.552,0.00107,4.95e-10,0.00181,200,NA,NA,"N",1.73753,9.21034037197618,8.24538446812075,NA,-1.30195321268614,-6.84009663050832,-2.43725999632065,-7.5332442736852,1,NA,"n","Great Barrier Reef","Australia",NA,NA,60,4.0943445622221
"269","Cowan et al 2016 CORAL REEFS",3,NA,"Marine","Perciformes","Pomacentrus moluccensis","Wild caught","Metazoan","Invertebrate","Echinoderm",NA,"Crown of Thorns Starfish","Acanthaster spp.","Bipinnaria Stage larvae","Mean","N",24,27.1,NA,"1",NA,10000,3650,"Original species mass",NA,NA,NA,NA,"m^3 per pred per day",0.61,0.508,0.343,0.719,0.000529,0.000292,0.000726,200,NA,NA,"N",1.3991,9.21034037197618,8.20248244657654,NA,-0.677273831403655,-7.54452212610598,-2.4949569856415,-9.04059759738909,1,NA,"n","Great Barrier Reef","Australia",NA,NA,60,4.0943445622221
"270","Cowan et al 2016 CORAL REEFS",3,NA,"Marine","Perciformes","Amblyglyphidodon curacao","Wild caught","Metazoan","Invertebrate","Echinoderm",NA,"Crown of Thorns Starfish","Acanthaster spp.","Bipinnaria Stage larvae","Mean","N",24,27.1,NA,"1",NA,10000,18800,"Original species mass",NA,NA,NA,NA,"m^3 per pred per day",0.7,0.465,0.308,0.647,0.000374,0.00022,0.000511,200,NA,NA,"N",1.411115,9.21034037197618,9.84161214881804,NA,-0.765717873394781,-7.89125476054974,-2.54465665419377,-9.47170513611059,1,NA,"n","Great Barrier Reef","Australia",NA,NA,60,4.0943445622221
"271","Cowan et al 2016 CORAL REEFS",3,NA,"Marine","Perciformes","Pomacentrus amboinensis","Wild caught","Metazoan","Invertebrate","Echinoderm",NA,"Crown of Thorns Starfish","Acanthaster spp.","Bipinnaria Stage larvae","Mean","N",24,27.1,NA,"1",NA,10000,8280,"Original species mass",NA,NA,NA,NA,"m^3 per pred per day",0.85,0.224,0.166,0.311,0.000143,6.14e-05,0.000221,200,NA,NA,"N",1.21052,9.21034037197618,9.02159824737931,NA,-1.4961092271271,-8.85266592770437,-3.54045944899566,-10.1068284765542,1,NA,"n","Great Barrier Reef","Australia",NA,NA,60,4.0943445622221
"272","Fitzsimons et al 2006 J OF GREAT LAKES RSRCH",3,NA,"Fresh","Perciformes","Neogobius melanostomus","Wild caught","Metazoan","Vertebrate","Fish","Salmonidae","Lake trout","Salvelinus namaycush","Egg","Mean","N",24,11,NA,"1",NA,16000,9060,"Original species length","Species",0.493,"Original species length","Species","m^3 per pred per day",0.22,0.00164,0.00131,0.00193,0.329,0.283,0.383,200,NA,NA,"Y",0.89264,9.68034400122192,9.11162439903702,-0.707246104939447,-6.41305903714603,-1.11169752821677,-8.70956508406369,-3.77226106305299,1,NA,"npd","Lake Ontario","Canada",NA,NA,60,4.0943445622221
"273","Fitzsimons et al 2006 J OF GREAT LAKES RSRCH",3,NA,"Fresh","Scorpaeniformes","Cottus cognatus","Wild caught","Metazoan","Vertebrate","Fish","Salmonidae","Lake trout","Salvelinus namaycush","Egg","Mean","N",24,11,NA,"1",NA,16000,7920,"Original species length","Species",0.493,"Original species length","Species","m^3 per pred per day",0.26,0.00227,0.00144,0.00379,0.583,0.517,0.658,200,NA,NA,"N",0.89001,9.68034400122192,8.97714648480847,-0.707246104939447,-6.08797544748883,-0.539568092631645,-7.78723203773358,-3.41124771751566,1,NA,"npd","Lake Ontario","Canada",NA,NA,60,4.0943445622221
"274","Hyatt 1980 PHD THESIS UNIVERSITY OF BRITISH COLUMBIA",3,NA,"Fresh","Salmoniformes","Oncorhynchus mykiss","Juvenile, wild caught","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex",NA,"Mean","N",72,10,NA,"1",NA,195000,34200,"Original species length","Species",0.636,"Original species length","Order","m^3 per pred per day",0.77,58.3,38.9,88.4,1.5e-05,8.38e-06,2.15e-05,200,NA,NA,"Y",1.672955,12.1807548375459,10.4399809230507,-0.452556715642015,4.06560209335645,-11.1074603568621,2.27212588550934,-12.6185623685753,85.6987059593666,NA,"npm","British Columbia","Canada",NA,NA,5141.922357562,8.5451822880545
"275","Hyatt 1980 PHD THESIS UNIVERSITY OF BRITISH COLUMBIA",3,NA,"Fresh","Salmoniformes","Oncorhynchus nerka","Juvenile, wild caught","Metazoan","Invertebrate","Crustacean","Cladoceran","Daphnia","Daphnia pulex",NA,"Mean","N",72,10,NA,"1",NA,195000,1e+06,"Original species length","Genus",0.636,"Original species length","Order","m^3 per pred per day",0.52,136,64.4,410,1.01e-05,5.57e-06,1.46e-05,200,NA,NA,"Y",2.506853333,12.1807548375459,13.8155105579643,-0.452556715642015,4.91265488573605,-11.5029751341171,3.57794789340665,-12.9979357990293,85.6987059593666,NA,"npm","British Columbia","Canada",NA,NA,5141.922357562,8.5451822880545
"276","De Figueiredo et al 2007 J OF THE MARINE BIOL ASSOC OF THE UK",3,NA,"Marine","Pleuronectiformes","Platichthys flesus","Juvenile, 10-13 days post hatch","Unicell","Protozoan","Ciliate",NA,"Ciliate","Euplotes sp.",NA,"Raw data","N",4,11,NA,"5",NA,1000,0.865,"Original species length","Species",NA,NA,NA,"m^3 per pred per day",0.35,0.00077,0.000421,0.00201,2.6e-05,3.09e-12,6.25e-05,200,"Weights are mgs of Carbon",NA,"Y",0.611639,6.90775527898214,-0.145025772050258,NA,-7.16912004311654,-10.5574140199428,-8.65358581632179,-11.2505613193489,1,NA,"nphpp","Isle of Man","Isle of Man",NA,NA,60,4.0943445622221
"277","Wright et al 1993 ENVIRONMENTAL BIOL OF FISHES",3,NA,"Marine","Pleuronectiformes","Paralichthys lethostigma","Wild caught between May 5 and 23","Metazoan","Vertebrate","Fish","Sciaenidae","Spot","Leiostomus xanthurus","Wild caught between May 5 and 23, Small","Mean","N",48,26,NA,"1",NA,3937500,28800,"Original species length","Species",206,"Original species length","Species","m^3 per pred per day",0.42,1.17,0.669,2.8,0.101,0.0252,0.179,200,NA,NA,"Y",1.09752,15.186056562116,10.268130666124,5.32787616878958,0.157003748809665,-2.29263476214088,-1.38429635845722,-3.27280416689376,1,NA,"n","Neuse River Estuary","USA",NA,NA,60,4.0943445622221
"278","Wright et al 1993 ENVIRONMENTAL BIOL OF FISHES",3,NA,"Marine","Pleuronectiformes","Paralichthys lethostigma","Wild caught between May 28 and June 16","Metazoan","Vertebrate","Fish","Sciaenidae","Spot","Leiostomus xanthurus","Wild caught between May 28 and June 16, Large","Mean","N",48,27,NA,"1",NA,3937500,28800,"Original species length","Species",206,"Original species length","Species","m^3 per pred per day",0.53,0.655,0.294,1.28,0.106,0.0149,0.172,200,NA,NA,"Y",1.09752,15.186056562116,10.268130666124,5.32787616878958,-0.423120043346885,-2.24431618487007,-1.7120245012092,-3.08894465527617,1,NA,"n","Neuse River Estuary","USA",NA,NA,60,4.0943445622221
"279","Barrios-O'Neill et al 2014 J OF ANIMAL ECOL",3,NA,"Fresh","Gasterosteiformes","Gasterosteus aculeatus",NA,"Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia magna",NA,"Mean","N",24,12,NA,"1",NA,4000,764,"Original species mass",NA,2.9,"Original species mass",NA,"m^3 per pred per day",0.75,0.0212,0.0134,0.0349,0.0103,0.0061,0.0156,200,"Data is from line, not points",NA,"Y",2.03993,8.29404964010203,6.63856778916652,1.06471073699243,-3.85375409730417,-4.57561138374655,-5.54677872584654,-6.16581793425276,1,NA,"n","Lough Neagh","Northern Ireland",NA,NA,60,4.0943445622221
"280","Munk 1995 MARINE BIOLOGY",3,NA,"Marine","Gadiformes","Gadus morhua","Larva, Large","Metazoan","Invertebrate","Crustacean","Copepod","Marine copepod","Acartia tonsa","Nauplii","Mean","Y",NA,8,NA,"1",NA,172000,1.97,"Original species length","Species",0.00125,"Original species length","Order","m^3 per pred per day",0.76,0.0969,0.0807,0.12,0.0013,0.0012,0.00144,200,NA,NA,"N",1.29725,12.0552497557956,0.678033542749897,-6.68461172766793,-2.33407576008542,-6.64539101451465,-4.81589121730374,-9.90348755253613,1,NA,"npm","Kattegat","Denmark",NA,NA,60,4.0943445622221
"281","Munk 1995 MARINE BIOLOGY",3,NA,"Marine","Gadiformes","Gadus morhua","Larva, Small","Metazoan","Invertebrate","Crustacean","Copepod","Marine copepod","Acartia tonsa","Nauplii","Mean","Y",NA,8,NA,"1",NA,172000,1.26,"Original species length","Species",0.00125,"Original species length","Order","m^3 per pred per day",0.67,0.16,0.115,0.201,0.00147,0.00134,0.0016,200,NA,NA,"N",1.29725,12.0552497557956,0.231111720963387,-6.68461172766793,-1.83258146374831,-6.52249287819149,-3.79423996977176,-9.64112328806864,1,NA,"npm","Kattegat","Denmark",NA,NA,60,4.0943445622221
"282","Wasserman et al 2016 FUNCTIONAL ECOLOGY",3,NA,"Fresh","Perciformes","Lepomis macrochirus","Wild caught","Metazoan","Vertebrate","Fish","Cichlidae","Mozambique tilapia","Oreochromis mossambicus",NA,"Mean","N",2,18,NA,"1",NA,26000,9060,"Original species length","Species",28.8,"Original species length","Species","m^3 per pred per day",0.72,0.724,0.631,0.834,0.00268,0.00238,0.00297,200,NA,NA,"Y",1.390005,10.1658518170036,9.11162439903702,3.3603753871419,-0.322963886596421,-5.92193848445937,-3.06830296638883,-8.80487526386802,1,NA,"nph","Grahamstown","South Africa",NA,NA,60,4.0943445622221
"283","Wasserman et al 2016 FUNCTIONAL ECOLOGY",3,NA,"Fresh","Perciformes","Pseudocrenilabrus philander","Wild caught","Metazoan","Vertebrate","Fish","Cichlidae","Mozambique tilapia","Oreochromis mossambicus",NA,"Mean","N",2,18,NA,"1",NA,26000,7300,"Original species length","Species",28.8,"Original species length","Species","m^3 per pred per day",0.84,0.801,0.718,0.876,0.00181,0.00165,0.00194,200,NA,NA,"N",1.38177,10.1658518170036,8.89562962713648,3.3603753871419,-0.221894331913778,-6.3144284337044,-3.18206185174548,-9.43348392329039,1,NA,"nph","Grahamstown","South Africa",NA,NA,60,4.0943445622221
"284","Wasserman et al 2016 FUNCTIONAL ECOLOGY",3,NA,"Fresh","Perciformes","Tilapia sparrmanii","Wild caught","Metazoan","Vertebrate","Fish","Cichlidae","Mozambique tilapia","Oreochromis mossambicus",NA,"Mean","N",2,18,NA,"1",NA,26000,7190,"Original species length","Species",28.8,"Original species length","Species","m^3 per pred per day",0.72,0.455,0.411,0.506,0.00395,0.00358,0.0044,200,NA,NA,"Y",2.06346,10.1658518170036,8.88044645071509,3.3603753871419,-0.787457860031187,-5.53403970006911,-3.81671282562382,-8.59515473288595,1,NA,"nph","Grahamstown","South Africa",NA,NA,60,4.0943445622221
"285","Wasserman et al 2016 FUNCTIONAL ECOLOGY",3,NA,"Fresh","Perciformes","Lepomis macrochirus","Wild caught","Metazoan","Vertebrate","Fish","Cichlidae","Mozambique tilapia","Oreochromis mossambicus",NA,"Mean","N",2,18,NA,"2",NA,26000,9060,"Original species length","Species",28.8,"Original species length","Species","m^3 per pred per day",0.86,0.47,0.425,0.521,0.00326,0.00297,0.00353,200,NA,NA,"Y",1.390005,10.1658518170036,9.11162439903702,3.3603753871419,-0.755022584278033,-5.72602808360352,-3.79423996977176,-8.8387768155437,1,NA,"nph","Grahamstown","South Africa",NA,NA,60,4.0943445622221
"286","Wasserman et al 2016 FUNCTIONAL ECOLOGY",3,NA,"Fresh","Perciformes","Pseudocrenilabrus philander","Wild caught","Metazoan","Vertebrate","Fish","Cichlidae","Mozambique tilapia","Oreochromis mossambicus",NA,"Mean","N",2,18,NA,"2",NA,26000,7300,"Original species length","Species",28.8,"Original species length","Species","m^3 per pred per day",0.77,0.177,0.142,0.214,0.00501,0.00392,0.00603,200,NA,NA,"N",1.38177,10.1658518170036,8.89562962713648,3.3603753871419,-1.73160554640831,-5.29631936388536,-4.04555439805267,-7.51472476330103,1,NA,"nph","Grahamstown","South Africa",NA,NA,60,4.0943445622221
"287","Wasserman et al 2016 FUNCTIONAL ECOLOGY",3,NA,"Fresh","Perciformes","Tilapia sparrmanii","Wild caught","Metazoan","Vertebrate","Fish","Cichlidae","Mozambique tilapia","Oreochromis mossambicus",NA,"Mean","N",2,18,NA,"2",NA,26000,7190,"Original species length","Species",28.8,"Original species length","Species","m^3 per pred per day",0.63,0.307,0.26,0.378,0.00814,0.007,0.00912,200,NA,NA,"Y",2.06346,10.1658518170036,8.88044645071509,3.3603753871419,-1.18090753139494,-4.81096509896769,-3.75075485783202,-7.46987419713568,1,NA,"nph","Grahamstown","South Africa",NA,NA,60,4.0943445622221
"288","Oyugi et al 2012 J OF THERMAL BIOLOGY",3,NA,"Fresh","Cypriniformes","Cyprinus carpio","Juvenile, age 1","Non living food","Non living food","Non living food",NA,"fish-meal-based pellets",NA,"pellets","Mean","N",NA,16,NA,"3",NA,45000,21500,"Original species mass",NA,NA,NA,NA,"m^3 per pred per day",0.85,104,90.5,127,2.4e-05,2.27e-05,2.53e-05,200,NA,NA,"Y",1.882045,10.7144177687525,9.97580821411575,NA,4.64439089914137,-10.6374567276163,1.90954250488444,-14.2462934740567,1,NA,"nps","Southern England","England","aquaculture",NA,60,4.0943445622221
"289","Oyugi et al 2012 J OF THERMAL BIOLOGY",3,NA,"Fresh","Cypriniformes","Cyprinus carpio","Juvenile, age 1","Non living food","Non living food","Non living food",NA,"fish-meal-based pellets",NA,"pellets","Mean","N",NA,20,NA,"3",NA,45000,21500,"Original species mass",NA,NA,NA,NA,"m^3 per pred per day",0.21,484,300,950,2.94e-05,2.8e-05,3.04e-05,200,NA,NA,"Y",1.882045,10.7144177687525,9.97580821411575,NA,6.18208490671663,-10.4345158836196,4.52178857704904,-14.172185501903,1,NA,"nps","Southern England","England","aquaculture",NA,60,4.0943445622221
"290","Oyugi et al 2012 J OF THERMAL BIOLOGY",3,NA,"Fresh","Cypriniformes","Cyprinus carpio","Juvenile, age 1","Non living food","Non living food","Non living food",NA,"fish-meal-based pellets",NA,"pellets","Mean","N",NA,24,NA,"3",NA,45000,21500,"Original species mass",NA,NA,NA,NA,"m^3 per pred per day",0.64,169,146,203,2.05e-05,1.95e-05,2.15e-05,200,NA,NA,"Y",1.882045,10.7144177687525,9.97580821411575,NA,5.12989871492307,-10.7950856718199,2.4423470353692,-14.5086577385242,1,NA,"nps","Southern England","England","aquaculture",NA,60,4.0943445622221
"291","Oyugi et al 2012 J OF THERMAL BIOLOGY",3,NA,"Fresh","Cypriniformes","Cyprinus carpio","Juvenile, age 1","Non living food","Non living food","Non living food",NA,"fish-meal-based pellets",NA,"pellets","Mean","N",NA,28,NA,"3",NA,45000,21500,"Original species mass",NA,NA,NA,NA,"m^3 per pred per day",0.38,241,181,323,2.31e-05,2.19e-05,2.41e-05,200,NA,NA,"Y",1.882045,10.7144177687525,9.97580821411575,NA,5.48479693349065,-10.6756779404365,3.40119738166216,-14.3263361817303,1,NA,"nps","Southern England","England","aquaculture",NA,60,4.0943445622221
"292","Oyugi et al 2012 J OF THERMAL BIOLOGY",3,NA,"Fresh","Cypriniformes","Cyprinus carpio","Juvenile, age 1","Metazoan","Invertebrate","Insect","Diptera","maggots",NA,"Dead","Mean","N",NA,16,NA,"3",NA,45000,21500,"Original species mass",NA,36.7,"Original order mass",NA,"m^3 per pred per day",0.15,646,339,2590,4.19e-05,4.02e-05,4.38e-05,200,NA,NA,"Y",1.882045,10.7144177687525,9.97580821411575,3.60277675506052,6.4707995037826,-10.0802247310362,5.03370056702725,-13.978029487462,1,NA,"nps","Southern England","England","aquaculture",NA,60,4.0943445622221
"293","De Villemereuil and L?pez-Sepulcre 2011 ECOL MOD",3,NA,"Fresh","Cyprinodontiformes","Poecilia reticulata","Origin in an area with High Predation","Metazoan","Invertebrate","Insect","Ephemeroptera","Mayflies",NA,"Dead","Raw data","Y",NA,NA,NA,"1",NA,10000,75,"Original species length","Species",0.00869,"Original order length","Order","m^3 per pred per day",0.89,15.3,12.2,20,0.000129,0.000102,0.000158,200,NA,NA,"Y",0.824471,9.21034037197618,4.31748811353631,-4.74558233970484,2.72785282839839,-8.9556981536026,0.438254930931156,-11.2128208725199,1,NA,"n","Trinidad","Trinidad",NA,NA,60,4.0943445622221
"294","De Villemereuil and L?pez-Sepulcre 2011 ECOL MOD",3,NA,"Fresh","Cyprinodontiformes","Poecilia reticulata","Origin in an area with High Predation","Metazoan","Invertebrate","Insect","Ephemeroptera","Mayflies",NA,"Dead","Raw data","Y",NA,NA,NA,"1",NA,10000,75,"Original species length","Species",0.00869,"Original order length","Order","m^3 per pred per day",0.71,15.5,9.29,30.5,0.000183,0.000105,0.000309,200,"Size-matched killifish, Rivulus hartii, present",NA,"Y",0.824471,9.21034037197618,4.31748811353631,-4.74558233970484,2.7408400239252,-8.60602440512285,1.13301371538544,-10.1519489118346,1,NA,"n","Trinidad","Trinidad",NA,NA,60,4.0943445622221
"295","De Villemereuil and L?pez-Sepulcre 2011 ECOL MOD",3,NA,"Fresh","Cyprinodontiformes","Poecilia reticulata","Origin in an area with High Predation","Metazoan","Invertebrate","Insect","Ephemeroptera","Mayflies",NA,"Dead","Raw data","Y",NA,NA,NA,"1",NA,10000,75,"Original species length","Species",0.00869,"Original order length","Order","m^3 per pred per day",0.85,10.1,7,14.6,0.000184,6.58e-05,0.000276,200,NA,NA,"Y",0.824471,9.21034037197618,4.31748811353631,-4.74558233970484,2.31253542384721,-8.60057480035529,0.438254930931155,-9.73627963355222,1,NA,"n","Trinidad","Trinidad",NA,NA,60,4.0943445622221
"296","De Villemereuil and L?pez-Sepulcre 2011 ECOL MOD",3,NA,"Fresh","Cyprinodontiformes","Poecilia reticulata","Medium, Origin in an area with High Predation","Metazoan","Invertebrate","Insect","Ephemeroptera","Mayflies",NA,"Dead","Raw data","Y",NA,NA,NA,"1",NA,10000,75,"Original species length","Species",0.00869,"Original order length","Order","m^3 per pred per day",0.93,15.1,12.3,18.1,9e-05,6.26e-05,0.000112,200,"Size-matched killifish, Rivulus hartii, present",NA,"Y",0.824471,9.21034037197618,4.31748811353631,-4.74558233970484,2.71469474382088,-9.31570088763401,0.336472236621213,-11.1981147251302,1,NA,"n","Trinidad","Trinidad",NA,NA,60,4.0943445622221
"297","De Villemereuil and L?pez-Sepulcre 2011 ECOL MOD",3,NA,"Fresh","Cyprinodontiformes","Poecilia reticulata","Large, Origin in an area with High Predation","Metazoan","Invertebrate","Insect","Ephemeroptera","Mayflies",NA,"Dead","Raw data","Y",NA,NA,NA,"1",NA,10000,75,"Original species length","Species",0.00869,"Original order length","Order","m^3 per pred per day",0.78,15.7,11.1,26.9,0.000166,0.000121,0.000266,200,"Size-matched killifish, Rivulus hartii, present",NA,"Y",0.824471,9.21034037197618,4.31748811353631,-4.74558233970484,2.75366071235426,-8.70352276960773,0.832909122935104,-10.7019952487539,1,NA,"n","Trinidad","Trinidad",NA,NA,60,4.0943445622221
